Elevator call,4.181791417,-7,-4,0,0,False,0,1
Elevator call,9.088234751,-8,24,0,0,False,1,1
Elevator call,23.23592412,-5,-3,0,7,False,2,1
Elevator call,25.40148987,-4,86,0,7,False,3,1
Elevator call,26.51034155,-3,-4,0,8,False,4,-1
Elevator call,47.13611508,-4,93,0,8,False,5,1
Elevator call,48.17946318,-7,5,0,8,False,6,1
Elevator call,59.41774734,-6,16,0,8,False,7,1
Elevator call,59.88328914,-1,95,0,8,False,8,1
Elevator call,61.94089619,-3,60,0,8,False,9,1
Elevator call,65.68076514,-2,61,0,0,False,10,1
Elevator call,75.72747458,-3,78,0,1,False,11,1
Elevator call,80.54056995,-1,-2,0,2,False,12,-1
Elevator call,81.8361088,-4,71,0,2,False,13,1
Elevator call,82.22215324,-4,84,0,8,False,14,1
Elevator call,82.93671013,-4,46,0,3,False,15,1
Elevator call,92.10943365,-8,49,0,4,False,16,1
Elevator call,95.13692147,-5,2,0,5,False,17,1
Elevator call,103.5004013,26,49,0,5,False,18,1
Elevator call,121.3434097,-5,-1,0,6,False,19,1
Elevator call,123.8090976,-8,-7,0,9,False,20,1
Elevator call,132.1102171,-2,-3,0,6,False,21,-1
Elevator call,132.774248,-8,11,0,9,False,22,1
Elevator call,133.0964944,-6,-5,0,6,False,23,1
Elevator call,139.3519589,-6,24,0,6,False,24,1
Elevator call,140.0777448,-7,-9,0,9,False,25,-1
Elevator call,158.5773179,-2,55,0,9,False,26,1
Elevator call,162.5783865,-3,17,0,7,False,27,1
Elevator call,163.9130882,50,66,0,7,False,28,1
Elevator call,166.5792335,14,-9,0,3,False,29,-1
Elevator call,171.1320552,-3,96,0,3,False,30,1
Elevator call,173.2386182,-3,93,0,4,False,31,1
Elevator call,175.2586539,80,90,0,1,False,32,1
Elevator call,176.0558444,-4,-6,0,5,False,33,-1
Elevator call,180.324503,-1,97,0,5,False,34,1
Elevator call,191.6681651,-6,41,0,6,False,35,1
Elevator call,193.1424188,-4,80,0,7,False,36,1
Elevator call,194.5707568,-7,55,0,1,False,37,1
Elevator call,196.8933046,0,74,0,2,False,38,1
Elevator call,199.3533828,-5,-7,0,0,False,39,-1
Elevator call,202.0588368,2,81,0,0,False,40,1
Elevator call,213.0692934,-1,2,0,9,False,41,1
Elevator call,214.1709874,-1,55,0,9,False,42,1
Elevator call,229.6291324,20,34,0,1,False,43,1
Elevator call,230.3311762,-6,3,0,6,False,44,1
Elevator call,234.1884667,-8,63,0,6,False,45,1
Elevator call,236.1960352,-1,4,0,1,False,46,1
Elevator call,245.0011818,-2,-7,0,1,False,47,-1
Elevator call,247.1593766,-6,74,0,1,False,48,1
Elevator call,248.1361864,0,1,0,3,False,49,1
Elevator call,255.0882668,-6,68,0,3,False,50,1
Elevator call,255.6845165,-7,7,0,7,False,51,1
Elevator call,262.0684767,-2,-3,0,7,False,52,-1
Elevator call,265.2648043,-6,90,0,7,False,53,1
Elevator call,265.7078421,-9,49,0,2,False,54,1
Elevator call,271.1769686,0,-7,0,4,False,55,-1
Elevator call,286.6733773,-6,-2,0,4,False,56,1
Elevator call,287.7026182,-4,32,0,4,False,57,1
Elevator call,287.7486589,-3,75,0,8,False,58,1
Elevator call,289.2408242,-1,92,0,0,False,59,1
Elevator call,290.4617878,-1,-8,0,9,False,60,-1
Elevator call,291.3013233,-6,86,0,9,False,61,1
Elevator call,296.4464107,-8,-4,0,5,False,62,1
Elevator call,299.5038593,-6,-5,0,5,False,63,1
Elevator call,302.9377381,-8,-3,0,5,False,64,1
Elevator call,306.6526216,-5,98,0,5,False,65,1
Elevator call,309.2553589,-6,18,0,2,False,66,1
Elevator call,314.8148906,28,50,0,4,False,67,1
Elevator call,319.9212737,-1,17,0,3,False,68,1
Elevator call,321.1484839,-2,-7,0,3,False,69,-1
Elevator call,323.5937697,0,-5,0,2,False,70,-1
Elevator call,325.8641008,-7,-6,0,3,False,71,1
Elevator call,326.8172245,18,69,0,8,False,72,1
Elevator call,330.3594558,-7,-8,0,2,False,73,-1
Elevator call,342.8376835,-5,9,0,3,False,74,1
Elevator call,343.0926826,62,-2,0,6,False,75,-1
Elevator call,345.5396026,-1,0,0,2,False,76,1
Elevator call,345.8336522,0,97,0,2,False,77,1
Elevator call,352.6777742,8,-2,0,4,False,78,-1
Elevator call,358.045812,-2,4,0,4,False,79,1
Elevator call,363.4001718,-5,-4,0,3,False,80,1
Elevator call,364.9921415,8,51,0,1,False,81,1
Elevator call,365.1533127,-7,89,0,0,False,82,1
Elevator call,380.0707449,-3,4,0,8,False,83,1
Elevator call,384.8563212,0,29,0,8,False,84,1
Elevator call,390.0961592,27,57,0,7,False,85,1
Elevator call,395.4574225,-4,26,0,3,False,86,1
Elevator call,395.7385476,-3,78,0,4,False,87,1
Elevator call,396.4349073,-4,58,0,8,False,88,1
Elevator call,411.2807706,-4,68,0,6,False,89,1
Elevator call,413.6312136,-7,35,0,7,False,90,1
Elevator call,414.2750727,-7,-9,0,1,False,91,-1
Elevator call,419.4506691,-4,-5,0,1,False,92,-1
Elevator call,428.5102982,0,50,0,1,False,93,1
Elevator call,429.0659883,-3,-4,0,9,False,94,-1
Elevator call,433.8181105,64,-4,0,0,False,95,-1
Elevator call,434.3958315,-5,-4,0,9,False,96,1
Elevator call,440.1727156,-7,35,0,9,False,97,1
Elevator call,453.666071,-6,19,0,7,False,98,1
Elevator call,454.5668277,22,39,0,3,False,99,1
Elevator call,463.0393565,-5,39,0,7,False,100,1
Elevator call,469.1847762,-3,49,0,5,False,101,1
Elevator call,471.7547111,-7,89,0,8,False,102,1
Elevator call,473.0429549,21,63,0,9,False,103,1
Elevator call,474.3070307,-4,-5,0,5,False,104,-1
Elevator call,474.4516514,-2,97,0,5,False,105,1
Elevator call,478.9120806,-1,17,0,1,False,106,1
Elevator call,486.5929955,-2,0,0,1,False,107,1
Elevator call,492.780101,-4,-9,0,1,False,108,-1
Elevator call,494.4993612,-6,0,0,3,False,109,1
Elevator call,497.2462713,-8,-9,0,3,False,110,-1
Elevator call,505.7307512,-5,22,0,0,False,111,1
Elevator call,518.0674873,-2,4,0,1,False,112,1
Elevator call,518.8597307,-1,31,0,7,False,113,1
Elevator call,519.7795509,-2,89,0,3,False,114,1
Elevator call,520.6845259,0,75,0,4,False,115,1
Elevator call,522.8890541,40,-6,0,2,False,116,-1
Elevator call,526.323381,0,86,0,1,False,117,1
Elevator call,533.5237446,-8,-3,0,2,False,118,1
Elevator call,545.0053455,0,5,0,6,False,119,1
Elevator call,548.3665338,-7,-5,0,6,False,120,1
Elevator call,548.6900304,0,56,0,6,False,121,1
Elevator call,549.1632702,-8,77,0,7,False,122,1
Elevator call,553.5609082,90,0,0,8,False,123,-1
Elevator call,555.4552072,-6,54,0,2,False,124,1
Elevator call,559.1940814,96,-4,0,9,False,125,-1
Elevator call,566.0510261,-3,14,0,0,False,126,1
Elevator call,572.8436949,-3,59,0,0,False,127,1
Elevator call,574.1047389,-9,-5,0,4,False,128,1
Elevator call,574.3481746,-3,32,0,4,False,129,1
Elevator call,574.3681907,-6,36,0,6,False,130,1
Elevator call,584.0225092,-4,23,0,4,False,131,1
Elevator call,589.3220302,-1,0,0,5,False,132,1
Elevator call,593.4238522,-5,43,0,5,False,133,1
Elevator call,595.2403016,-4,-5,0,6,False,134,-1
Elevator call,602.3119126,-7,96,0,6,False,135,1
Elevator call,612.6685743,40,49,0,7,False,136,1
Elevator call,615.3214705,-4,-1,0,4,False,137,1
Elevator call,616.5834013,13,-4,0,2,False,138,-1
Elevator call,617.2617392,30,-4,0,5,False,139,-1
Elevator call,625.6737732,-8,71,0,2,False,140,1
Elevator call,645.8408958,-4,-5,0,4,False,141,-1
Elevator call,646.3320949,-4,85,0,0,False,142,1
Elevator call,646.8274071,-3,71,0,8,False,143,1
Elevator call,651.66161,-9,-10,0,1,False,144,-1
Elevator call,652.3423759,-9,-5,0,1,False,145,1
Elevator call,654.9657471,0,-9,0,1,False,146,-1
Elevator call,660.8209492,-9,-8,0,1,False,147,1
Elevator call,668.0095444,91,-9,0,3,False,148,-1
Elevator call,670.0530244,0,-7,0,1,False,149,-1
